COADD_ID,COMPOUND_CODE,PROJECT_ID,LIBRARY_NAME,ASSAY_ID,ORGANISM,STRAIN,NASSAYS,INHIB_AVE,INHIB_STD,CONC,SMILES,DRVAL_TYPE,DRVAL_MEDIAN,DRVAL_UNIT,DMAX_AVE,MIC_OPERATOR,MW,logP,TPSA,HBD,HBA,RotBonds,Rings,ArRings,QED,MIC_VALUE_uM
CO-ADD:0227615,A0877/0041139,CO-ADD:PC0244,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,16.13,0.52,32 ug/mL,N(=C\c1cccc(F)c1O)/c2cc(C)c(cc2O)C,MIC,>32,ug/mL,6.85,>,259.28000000000003,3.6043400000000014,52.82000000000001,2,3,2,2,2,0.809417282594374,123.41869793273679
CO-ADD:0231316,A0969/0045283,CO-ADD:PC0249,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,6.84,3.57,32 ug/mL,C(=O)(Oc(cc1)ccc1\C=N\c(cc2)ccc2Br)\C=C\C(=O)Oc(cc3)ccc3\C=N\c(cc4)ccc4Br,MIC,>32,ug/mL,10.35,>,632.3080000000002,7.780000000000006,77.32,0,6,8,4,4,0.08609903664445445,50.608247879198096
CO-ADD:0166443,A0501/0023282,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,15.32,1.9,80 ug/mL,C(=O)(N\N=C\c1cc(Br)ccc1O)C(=O)NC(C)c2ccccc2,MIC,>32,uM,9.15,>,390.2370000000001,2.4822000000000006,90.78999999999999,3,4,4,2,2,0.42570594212587604,32.0
CO-ADD:0166253,A0494/0022904,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,4.33,4.05,80 ug/mL,C(CCc1ccccc1)(=O)Nc(cc2)ccc2I,MIC,>32,uM,1.65,>,351.187,3.8625000000000025,29.1,1,1,4,2,2,0.8330749015106333,32.0
CO-ADD:0215273,A0528/0024455,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,2.11,6.61,32 ug/mL,N1(c2cccc(c2)[N+](=O)[O-])C(=O)C(C3C1=O)C(c4ccccc4)C=CC3c5ccccc5,MIC,>32,ug/mL,-13.3,>,424.4560000000001,4.837800000000004,80.52,0,4,4,5,3,0.25982230397957695,75.39061763763499
CO-ADD:0166394,A0499/0023186,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.33,1.35,80 ug/mL,[N+](=O)([O-])c1ccccc1C(=O)N\N=C\c(cc2)ccc2OC(=O)c3ccccc3OC(C)=O,MIC,>32,uM,6.7,>,447.40300000000025,3.5032000000000023,137.20000000000002,1,8,7,3,3,0.19231976710142978,32.0
CO-ADD:0166623,A0507/0023549,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.83,0.09,80 ug/mL,C(CNc(cc1)ccc1I)(=O)N\N=C\c(ccc(c2OC)O)c2,MIC,>32,uM,7.9,>,425.2260000000001,2.5676000000000005,82.95,3,5,6,2,2,0.3776594361095782,32.0
CO-ADD:0218495,A0613/0028414,CO-ADD:PC0228,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,33.58,3.38,32 ug/mL,C(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(=O)N\N=C\c(cc1)ccc1O,MIC,>32,ug/mL,35.75,>,482.1960000000001,4.581100000000003,61.69,2,3,7,1,1,0.3398241083777281,66.36305568689909
CO-ADD:0218396,A0606/0028060,CO-ADD:PC0228,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-11.51,9.51,32 ug/mL,c1(non2)c2nc(Nc3ccccc3Cl)c(N\N=C\c4ccc(cc4Cl)Cl)n1,MIC,>32,ug/mL,9.4,>,434.67400000000015,5.162600000000001,101.12,2,8,5,4,4,0.33016906730367707,73.61838987379045
CO-ADD:0166479,A0502/0023335,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,0.64,4.77,80 ug/mL,N1(CNc(ccc(c2Cl)Cl)c2)C(=O)\C(\SC1=O)=C/c(cc3)ccc3C(OC)=O,MIC,>32,uM,3.65,>,437.3040000000002,4.885900000000004,75.71000000000001,1,6,5,3,2,0.5306911242980332,32.0
CO-ADD:0166396,A0499/0023191,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-6.84,0.25,80 ug/mL,S(=O)(=O)(c1ccc(cc1)OC)Oc(cc2)ccc2\C=N\NC(=O)c3ccc(cc3)O,MIC,>32,uM,10.7,>,426.4500000000001,2.9324000000000017,114.29,2,7,7,3,3,0.34109047480706767,32.0
CO-ADD:0166360,A0498/0023121,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.54,6.08,80 ug/mL,C(CSCc1ccccc1Br)(=O)N\N=C\c(cc2)ccc2OC(C)=O,MIC,>32,uM,14.15,>,421.31600000000014,3.757900000000002,67.75999999999999,1,5,7,2,2,0.32007924752567757,32.0
CO-ADD:0166661,A0508/0023607,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,11.15,4.91,80 ug/mL,C(C(OCC)=O)(=C(C)OC(=C1C#N)N)C1c2ccc(cc2)OCC=C,MIC,>32,uM,2.2,>,340.37900000000013,2.896180000000001,94.57000000000001,1,6,6,2,1,0.6318772288608453,32.0
CO-ADD:0218484,A0613/0028400,CO-ADD:PC0228,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.61,1.91,32 ug/mL,n1(c(C)cc(C)n1)c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-],MIC,>32,ug/mL,19.7,>,262.225,2.3055400000000006,104.1,0,5,3,2,2,0.6230202128063234,122.03260558680522
CO-ADD:0166390,A0499/0023179,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.75,1.08,80 ug/mL,C(=O)(Oc(cc1)ccc1\C=N\N=C\c(cc2)ccc2OC(=O)c3ccccc3OC(C)=O)c4ccccc4OC(C)=O,MIC,>32,uM,3.15,>,564.5500000000003,5.428600000000005,129.92000000000002,0,10,9,4,4,0.11389623209929813,32.0
CO-ADD:0166305,A0496/0023007,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,9.92,2.15,80 ug/mL,C12(\C=N\c(cc3)ccc3OCC)c4c(cccc4)C(C(C1C5=O)C(N5c6ccc(cc6)OCC)=O)c(cccc7)c27,MIC,>32,uM,9.95,>,542.6350000000002,6.437300000000007,68.19999999999999,0,5,7,8,4,0.19919767572031155,32.0
CO-ADD:0215369,A0532/0024577,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.47,3.95,32 ug/mL,C(C(=O)OC(C)C)(=C(CSc1nc(C)c(c(C)c1C#N)C)OC(=C2C#N)N)C2c3ccccc3OC.[Na+],MIC,>32,ug/mL,-10.0,>,527.6020000000003,1.69682,131.25,1,9,7,3,2,0.3246271681585673,60.65177918203491
CO-ADD:0166324,A0496/0023045,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.67,1.14,80 ug/mL,c1(cc(ccc1Cl)SC)C(NCCOc2ccccc2F)=O,MIC,>32,uM,9.05,>,339.819,4.009800000000003,38.33,1,3,6,2,2,0.6380585773539008,32.0
CO-ADD:0166201,A0492/0022813,CO-ADD:PC0217,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-1.5,4.71,80 ug/mL,[N+](=O)([O-])c1cc(ccc1OC(=O)c2ccco2)\C=N\NC(=O)c(c3)cc(cn3)Br,MIC,>32,uM,8.1,>,459.21200000000005,3.328400000000001,136.93,1,8,6,3,3,0.19629382645855867,32.0
CO-ADD:0215274,A0528/0024457,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-15.67,4.82,32 ug/mL,N1(c2cccc(c2)[N+](=O)[O-])C(=O)c(c3C1=O)ccc(c3)C(=O)Nc(cc4)ccc4C,MIC,>32,ug/mL,-10.3,>,401.3780000000001,3.956120000000002,109.62,1,5,4,4,3,0.4042739143677897,79.72534618240161
CO-ADD:0215290,A0528/0024482,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-0.5,8.66,32 ug/mL,n(\N=C\c1ccc(cc1O)O)(cnn2)c2,MIC,>32,ug/mL,-11.5,>,204.189,0.5714999999999999,83.53,2,5,2,2,2,0.7003270522218883,156.71755089647337
CO-ADD:0215630,A0544/0025132,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-0.3,1.31,32 ug/mL,[N+](=O)([O-])c1cc(ccc1OC(c2ccccc2)=O)\C=N\c3ccccc3OC,MIC,>32,ug/mL,-8.7,>,376.3680000000001,4.5732000000000035,91.03,0,6,6,3,3,0.20653361938165324,85.02316881350166
CO-ADD:0220005,A0655/0030449,CO-ADD:PC0236,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,11.62,2.02,32 ug/mL,c1(N2)c(cc(c(Br)c1Br)Br)OC2=O,MIC,>32,ug/mL,7.7,>,371.81000000000006,3.4086,46.0,1,2,0,2,2,0.7212846376227159,86.06546354320754
CO-ADD:0222420,A0740/0034539,CO-ADD:PC0238,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,2.14,4.18,32 ug/mL,C(=O)(Oc(cc1)ccc1\C=N\NC(=O)c(ccc(n2)C)c2)c3ccccc3Br,MIC,>32,ug/mL,3.25,>,438.28100000000006,4.135620000000003,80.64999999999999,1,5,5,3,3,0.2811826614449023,73.01251936542992
CO-ADD:0219459,A0641/0029775,CO-ADD:PC0233,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,16.64,0.73,32 ug/mL,c1(Br)c(Br)c(\C=N\NC(COc2ccccc2OC)=O)cc(O)c1O,MIC,>32,ug/mL,5.8,>,474.10500000000025,3.1605000000000016,100.38000000000001,3,6,6,2,2,0.3396327414330994,67.49559696691658
CO-ADD:0302920,A2463/0104560,CO-ADD:PC0422,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.85,0.28,32 ug/mL,N1(c2ccc(cc2)Oc(cc3)ccc3Cl)C(c4cccs4)N(N=C1C(C)=O)c5ccccc5,MIC,>32,ug/mL,2.1,>,473.9850000000002,7.121700000000005,45.14,0,6,6,5,4,0.29876322737975497,67.51268500058016
CO-ADD:0301419,A2403/0101778,CO-ADD:PC0417,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.68,2.31,32 ug/mL,C1(=O)Oc(c(cc(c2OC(OC)=O)Br)S1)c2,MIC,>32,ug/mL,9.2,>,305.10499999999996,2.762200000000001,65.74000000000001,0,6,1,2,2,0.5984878620265236,104.88192589436424
CO-ADD:0302118,A2412/0102236,CO-ADD:PC0417,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.37,1.78,32 ug/mL,c1(cc(Cl)ccc1NC(=O)\C=C\c2ccco2)C(O)=O,MIC,>32,ug/mL,7.75,>,291.69000000000005,3.283100000000001,79.53999999999999,2,3,4,2,2,0.8472368598574005,109.70550927354381
CO-ADD:0302044,A2410/0102119,CO-ADD:PC0417,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,4.56,3.19,32 ug/mL,N1(c2ccc(cc2)OC)C(=O)NC(\C(=C\c3cccc(OCCOc(cc4)ccc4[N+](=O)[O-])c3)\C1=O)=O,MIC,>32,ug/mL,3.8,>,503.4670000000003,3.7276000000000025,137.31,1,8,9,4,3,0.15332261842410005,63.559279952807195
CO-ADD:0303092,A2263/0095346,CO-ADD:PC0422,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.44,0.35,32 ug/mL,[N+](=O)([O-])c1c(\C=N\NCC(OC)=O)ccc(c1)[N+](=O)[O-],MIC,>32,ug/mL,6.05,>,282.21200000000005,0.5994999999999995,136.97000000000003,1,8,6,1,1,0.3486861098587214,113.38993380862613
CO-ADD:0303753,A2478/0105298,CO-ADD:PC0429,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,93.09,0.06,32 ug/mL,N1(c2cccc(OC)c2)C(=O)NC(\C(=C/c(ccc3[N+](=O)[O-])s3)\C1=O)=O,MIC,>32,ug/mL,38.55,>,373.3460000000001,2.3312999999999997,118.85,1,7,4,3,2,0.3801805089652705,85.71137764968685
CO-ADD:0305570,A2548/0108461,CO-ADD:PC0432,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,16.97,0.22,32 ug/mL,N1(c2ccc(cc2)C)C(c3cccc(OC)c3OCc4ccccc4Cl)N(N=C1C(C)=O)c5ccc(cc5)C,MIC,>32,ug/mL,0.3,>,540.0630000000002,7.472340000000007,54.370000000000005,0,6,8,5,4,0.232286019420713,59.25234648550259
CO-ADD:0307303,A2575/0109851,CO-ADD:PC0439,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,100.26,0.16,32 ug/mL,C(C(O)=O)(=CN(CC)c1c2cc(c(N(CC3)CCN3C(=S)NC(=O)c4ccccc4Cl)c1)F)C2=O,MIC,>32,ug/mL,14.3,>,516.9820000000001,3.349000000000002,94.88,2,5,4,4,3,0.5134462756142042,61.89770630312079
CO-ADD:0311681,A2639/0112392,CO-ADD:PC0448,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.37,1.64,32 ug/mL,[nH]1c2c(nc1SCC(=O)Nc3ccc(cc3OC)OC)cccn2,MIC,>32,ug/mL,0.9,>,344.3960000000001,2.7059000000000006,89.13000000000001,2,6,6,3,3,0.6684702781730337,92.91629403361244
CO-ADD:0306961,A2587/0110215,CO-ADD:PC0439,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-3.56,9.49,32 ug/mL,N1(c2sccn2)C(=O)\C(\SC1=N)=C/c(ccc3c4ccccc4C(O)=O)o3,MIC,>32,ug/mL,0.45,>,397.4370000000002,4.156970000000003,107.49,2,7,4,4,3,0.6403171956352779,80.51590566555198
CO-ADD:0306311,A2573/0109732,CO-ADD:PC0432,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,4.88,2.45,32 ug/mL,N1(c2c(cccc2)Sc(ccc(c3)C(F)(F)F)c13)C(=O)CN(CC4)CCN4CCO,MIC,>32,ug/mL,7.1,>,437.4870000000003,3.4446000000000017,47.02000000000001,1,5,4,4,2,0.7942290444507155,73.14503059519478
CO-ADD:0302487,A2428/0102813,CO-ADD:PC0422,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,15.17,2.07,32 ug/mL,C1(C#N)(C#N)C(N1c2ccccc2)c3ccccc3,MIC,>32,ug/mL,8.35,>,245.28500000000003,3.0338600000000016,50.589999999999996,0,3,2,3,2,0.7639808275705186,130.4604847422386
CO-ADD:0302653,A2257/0095066,CO-ADD:PC0422,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.77,1.24,32 ug/mL,c1(C(=O)Nc2ccccc2O)c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],MIC,>32,ug/mL,13.8,>,348.2270000000001,2.3691000000000013,178.75,2,8,5,2,2,0.46902859720092516,91.89408058536527
CO-ADD:0302495,A2428/0102832,CO-ADD:PC0422,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,11.21,1.16,32 ug/mL,N1(C(=O)C=CC1=O)c(cc2Cl)cc(c2N)Cl,MIC,>32,ug/mL,11.1,>,257.076,2.005,63.400000000000006,1,3,1,2,1,0.6177915903385226,124.47680841463225
CO-ADD:0241636,A1279/0058460,CO-ADD:PC0290,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,4.92,2.7,32 ug/mL,N1(c2ccc(cc2)F)C(=O)CC(N3CCCCC3)C1=O,MIC,>32,ug/mL,22.55,>,276.311,1.9435,40.620000000000005,0,3,2,3,1,0.7751323242129509,115.81153120939811
CO-ADD:0244654,A1366/0061426,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,6.15,4.97,32 ug/mL,C(=O)(N\N=C(/C)\CC(=O)Nc(ccc(c12)cccc1)c2)C(=O)NCC(C)C,MIC,>32,ug/mL,23.05,>,368.4370000000001,2.4326999999999996,99.66,3,4,6,2,2,0.4147005380854005,86.85338334640655
CO-ADD:0244662,A1367/0061442,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,6.34,1.4,32 ug/mL,C1(=O)c2c(cccc2)N=C(C)N1.[Cu](OC(C)=O)OC(C)=O,MIC,>32,ug/mL,26.4,>,341.8100000000001,1.2566199999999998,98.35000000000002,1,6,2,2,2,0.8255011883683951,93.61926216319004
CO-ADD:0244412,A1208/0055646,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.14,0.36,32 ug/mL,c1(nonc1c2ccccc2)[N+]([O-])=Nc3nonc3c4ccccc4,MIC,>32,ug/mL,20.65,>,334.2950000000001,3.7123000000000017,116.27,0,8,4,4,4,0.31702307474641706,95.72383673103096
CO-ADD:0240832,A1259/0057551,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,14.86,1.27,32 ug/mL,[N+](=O)([O-])c1cccc(\C=N\c2ccccc2N(CC3)CCO3)c1O,MIC,>32,ug/mL,25.7,>,327.3400000000001,2.8876000000000013,88.2,1,6,4,3,2,0.5297761898451783,97.75768314290949
CO-ADD:0240298,A1227/0056600,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,2.19,1.08,32 ug/mL,N1(c2cc(Cl)cc(Cl)c2)C(=O)CC(N(CC3)CCN3c4ccccc4)C1=O,MIC,>32,ug/mL,14.6,>,404.29700000000014,3.4475000000000016,43.86000000000001,0,4,3,4,2,0.7356420513820139,79.14973398269092
CO-ADD:0240410,A1233/0056748,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,100.0,0.06,32 ug/mL,C(C#N)(C1c2ccc(Br)s2)=C(N)N(C(CCCC3=O)=C13)c4ccc(cc4)C,MIC,>32,ug/mL,28.5,>,440.36600000000027,5.123800000000004,70.12,1,5,2,4,2,0.7036231418396433,72.66682713924322
CO-ADD:0244701,A1372/0061559,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,17.91,1.35,32 ug/mL,[N+](=O)([O-])c(ccc(c1\C=N\c2ncccc2NC(OCC)=O)O)c1,MIC,>32,ug/mL,14.75,>,330.30000000000007,3.014400000000001,126.95,2,7,5,2,2,0.4926096895238922,96.88162276718133
CO-ADD:0245910,A1427/0063506,CO-ADD:PC0306,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.23,0.93,32 ug/mL,C(=S)(Nc(cc1)ccc1C(OCCN(CC)CC)=O)NC(=O)\C=C\c(ccc(c2OC)OC)c2,MIC,>32,ug/mL,13.5,>,485.60600000000017,3.7288000000000023,89.13000000000001,2,7,11,2,2,0.2828141611823213,65.89704410571531
CO-ADD:0244645,A1366/0061405,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,30.3,2.68,32 ug/mL,c1(ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)Oc2cccc(cccn3)c23,MIC,>32,ug/mL,64.15,>,339.26300000000003,3.2704000000000013,125.47,0,7,4,3,3,0.3088395924829392,94.32210409033699
CO-ADD:0242617,A1344/0060672,CO-ADD:PC0291,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,56.74,4.4,32 ug/mL,c(CN(CC1)CCN1C)(cc(Br)c(c23)cccn2)c3O,MIC,>32,ug/mL,36.65,>,336.23300000000006,2.450300000000001,39.6,1,4,2,3,2,0.9145458696480843,95.17209792019223
CO-ADD:0246079,A1433/0063662,CO-ADD:PC0306,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.32,3.66,32 ug/mL,[N+](=O)([O-])c(cc(Oc(cc1)ccc1CCC(=O)N2CCCCC2C)cc3[N+](=O)[O-])c3,MIC,>32,ug/mL,19.55,>,413.43000000000023,4.628900000000003,115.82,0,6,7,3,2,0.4826005146660115,77.4012529327818
CO-ADD:0245971,A1473/0064956,CO-ADD:PC0306,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,0.72,2.57,32 ug/mL,C1(C)(c2c(c(cccc3)c13)cccc2)C(=O)Nc(cc4)ccc4OC,MIC,>32,ug/mL,9.0,>,329.39900000000006,4.620300000000003,38.33,1,2,3,4,3,0.7612262100491713,97.14662157444313
CO-ADD:0306945,A2587/0110195,CO-ADD:PC0439,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.0,1.31,32 ug/mL,N1(c2ccc(cc2)OCCCC)C(=O)C(CC1=O)Cl,MIC,>32,ug/mL,5.15,>,281.7389999999999,2.7362,46.61,0,3,5,2,1,0.4735652572480949,113.58029949705227
CO-ADD:0312549,FR09955517,CO-ADD:PC0449,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,17.69,3.52,32 ug/mL,c1cc(C(=O)NC(c2oc(C)cc2)N3)c3cc1,MIC,>32,ug/mL,15.9,>,228.251,2.44212,54.27,2,3,1,3,2,0.7878024051489374,140.19653802173923
CO-ADD:0323540,A2769/0117337,CO-ADD:PC0469,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,6.32,1.98,32 ug/mL,C(c1c(cccc1)NC2(C)C)(\C(=N\c(cc3)ccc3S(=O)(=O)NC(c4ccccc4)=O)\SS5)=C25,MIC,>32,ug/mL,2.45,>,507.66200000000015,5.488300000000003,87.63,2,7,4,5,4,0.3577808315129853,63.03406597302928
CO-ADD:0320274,A2721/0115602,CO-ADD:PC0460,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-8.41,3.57,32 ug/mL,n1(CC=C)c(SCC(=O)Nc2nnc(CC)s2)nnc1c3ccco3,MIC,>32,ug/mL,3.45,>,376.4670000000001,2.868800000000001,98.73,1,8,8,3,3,0.47656080490788877,85.00081016397185
CO-ADD:0323129,A2746/0116708,CO-ADD:PC0469,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-0.32,4.25,32 ug/mL,c(nn(c12)c(C)cc(C)n1)(S(=O)(=O)Nc3ccccc3[N+](=O)[O-])n2,MIC,>32,ug/mL,-0.7,>,348.34400000000005,1.4501399999999998,132.39000000000004,1,7,4,3,3,0.5570388184335685,91.86321567186458
CO-ADD:0312550,FR09955518,CO-ADD:PC0449,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,15.75,3.5,32 ug/mL,c1cc(C(=O)NC(c2sccc2)N3)c3cc1,MIC,>32,ug/mL,11.3,>,230.292,2.6022000000000007,41.13,2,3,1,3,2,0.7902772446376032,138.9540235874455
CO-ADD:0311406,A2634/0112143,CO-ADD:PC0448,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,33.43,2.08,32 ug/mL,C(/C=C1C)(=N/c2ccccc2O)\c3c(N1)ccc(OC)c3.Cl,MIC,>32,ug/mL,38.75,>,316.78799999999995,3.844720000000002,57.61,2,3,2,3,3,0.7542770591241773,101.01392729522584
CO-ADD:0244684,A1369/0061498,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,32.62,2.1,32 ug/mL,c1(C2=O)c(n(c(C)n1)c3ccccc3)C(c4c2non4)=O,MIC,>32,ug/mL,44.25,>,280.24300000000005,1.3391199999999999,90.88,0,6,1,4,3,0.5222434327755492,114.18661661486637
CO-ADD:0240970,A1266/0057877,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,17.44,0.83,32 ug/mL,C(C)(CN(CCCO[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],MIC,>32,ug/mL,38.6,>,297.18,-0.6518999999999993,185.03,0,9,10,0,0,0.2167515415108165,107.67884783632815
CO-ADD:0240463,A1236/0056825,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,8.16,1.84,32 ug/mL,N1(CNc2ccc(cc2Cl)Cl)N=C(OC1=S)c3ccccc3,MIC,>32,ug/mL,29.7,>,352.24600000000004,5.248990000000003,42.99,1,4,4,3,3,0.651564827732614,90.84560222117497
CO-ADD:0231417,A1003/0046946,CO-ADD:PC0249,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,4.85,2.22,32 ug/mL,C1(=O)Nc(c2N1)ccc(c2)\N=C\c(cc(Br)cc3Br)c3O,MIC,>32,ug/mL,7.9,>,411.05300000000005,3.837400000000001,81.24,3,3,2,3,3,0.5607388218040985,77.84884187683825
CO-ADD:0237159,MMV000011,CO-ADD:PL0022,MMV (CH) - Pathogen Box,GN_001,Escherichia coli,ATCC 25922,2,100.66,0.53,20 uM,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O.Cl,MIC,1.25,uM,99.35,=,480.9010000000001,0.07420000000000088,181.61999999999998,6,9,2,4,1,0.31896307422988257,1.25
CO-ADD:0227665,A0847/0039686,CO-ADD:PC0244,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,8.44,5.16,32 ug/mL,N1(c2ccccc2)C(=O)CC(N(CC3)CCN3c4ccccc4OC)C1=O,MIC,>32,ug/mL,7.9,>,365.43300000000005,2.1493,53.09000000000001,0,5,4,4,2,0.7774168200268933,87.567351607545
CO-ADD:0236305,A1182/0054717,CO-ADD:PC0261,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,2.19,0.91,32 ug/mL,N1(c2ccc(cc2)OCCC)C(=O)CC(N(CC3)CCC3C(N)=O)C1=O,MIC,>32,ug/mL,9.6,>,359.42600000000016,1.3045999999999998,92.94,1,5,6,3,1,0.7731071140608353,89.03084362288756
CO-ADD:0234521,A1100/0051662,CO-ADD:PC0259,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,0.4,1.26,32 ug/mL,C(=N\NC(COc1c(OC)cc(cc1[N+](=O)[O-])[N+](=O)[O-])=O)(/c2c(N3)ccc(C)c2)\C3=O,MIC,>32,ug/mL,10.9,>,429.3450000000002,1.6714199999999997,175.3,2,9,7,3,2,0.4931912182314399,74.53213616089621
CO-ADD:0236166,A1128/0052737,CO-ADD:PC0261,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,10.24,2.53,32 ug/mL,c12c(non1)nc(Cl)c(Nc(ccc(c3Cl)Cl)c3)n2,MIC,>32,ug/mL,10.9,>,316.535,3.7166000000000006,76.73,1,6,2,3,3,0.7762186970000794,101.09466567678139
