COADD_ID,COMPOUND_CODE,PROJECT_ID,LIBRARY_NAME,ASSAY_ID,ORGANISM,STRAIN,NASSAYS,INHIB_AVE,INHIB_STD,CONC,SMILES,DRVAL_TYPE,DRVAL_MEDIAN,DRVAL_UNIT,DMAX_AVE,MIC_OPERATOR,MW,logP,TPSA,HBD,HBA,RotBonds,Rings,ArRings,QED,MIC_VALUE_uM
CO-ADD:0304235,A2492/0105954,CO-ADD:PC0429,Russian Academy of Science (Russia),GN_046,Escherichia coli,lpxC; MB4902,2,31.63,0.05,32 ug/mL,N1(CCC(=O)N1)c2ccc(cc2)Br,MIC,>32,ug/mL,10.4,>,241.088,1.6904000000000001,32.34,1,2,1,2,1,0.8109083228845633,132.73161667109105
CO-ADD:0304235,A2492/0105954,CO-ADD:PC0429,Russian Academy of Science (Russia),GN_049,Escherichia coli,tolC; MB5747,2,13.65,4.75,32 ug/mL,N1(CCC(=O)N1)c2ccc(cc2)Br,MIC,>32,ug/mL,15.5,>,241.088,1.6904000000000001,32.34,1,2,1,2,1,0.8109083228845633,132.73161667109105
CO-ADD:0304216,A2491/0105921,CO-ADD:PC0429,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-7.04,1.01,32 ug/mL,C1(=S)NC(NN1c2ccccc2)(CCCC)CC,MIC,>32,ug/mL,3.15,>,263.40999999999997,3.1822000000000017,27.299999999999997,2,2,5,2,1,0.7979310539607688,121.48361869329185
CO-ADD:0304272,A2493/0106023,CO-ADD:PC0429,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,10.6,0.34,32 ug/mL,N1(c2ccc(c(C)c2)C)C(c3ccc(cc3)C)N(N=C1C(C)=O)c4ccc(cc4)OC,MIC,>32,ug/mL,6.1,>,413.52100000000024,5.548360000000006,45.14,0,5,5,4,3,0.5502251878064265,77.38421990660687
CO-ADD:0324431,A2818/0119085,CO-ADD:PC0470,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,1.29,1.92,32 ug/mL,N1(c2cccc(c2)[N+](=O)[O-])C(=O)CC(N(CC)CC)C1=O,MIC,>32,ug/mL,0.1,>,291.307,1.5684999999999998,83.75999999999999,0,5,5,2,1,0.4668624456588259,109.84974614410227
CO-ADD:0304276,A2493/0106033,CO-ADD:PC0429,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,0.71,3.33,32 ug/mL,N1(C2CCCCC2)C(N(N=C1C(C)=O)c3ccc(cc3)C)c4c5c([nH]c4)cccc5,MIC,>32,ug/mL,13.6,>,400.52600000000007,5.532320000000005,51.699999999999996,1,4,4,5,3,0.6261714861085866,79.89493815632441
CO-ADD:0301784,A2445/0103644,CO-ADD:PC0417,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,78.29,2.6,32 ug/mL,[n+]1([O-])onc(cc2C(Cl)=O)c1cc2,MIC,32,ug/mL,80.35,=,198.565,0.8402000000000001,70.03999999999999,0,4,1,2,2,0.5029748259337148,161.15629642686275
CO-ADD:0303639,A2475/0105149,CO-ADD:PC0429,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.76,0.71,32 ug/mL,N1C(CC)(c2ccc(cc2)Cl)NN(c3ccccc3)C1=S,MIC,>32,ug/mL,7.9,>,317.845,3.802100000000002,27.299999999999997,2,2,3,3,2,0.8420215822429106,100.67800342934449
CO-ADD:0329702,A2910/0122639,CO-ADD:PC0509,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,1.42,0.55,32 ug/mL,C(O)(C(OC)=O)(C(F)(F)F)NC(=O)OC(C)(C)C,MIC,>32,ug/mL,-2.85,>,273.207,0.935,84.86,2,5,2,0,0,0.577343654985038,117.12730640137332
CO-ADD:0331515,A2937/0123629,CO-ADD:PC0517,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,6.11,3.18,32 ug/mL,n1(c2c(cccc2)CNC3c4ccccc4F)c3ccc1.Cl,MIC,>32,ug/mL,-4.05,>,314.791,4.230800000000003,16.96,1,1,1,4,3,0.7109844538613542,101.6547487062845
CO-ADD:0327722,A2860/0120567,CO-ADD:PC0502,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,1.67,4.84,32 ug/mL,c12c(c(cc(Oc(c3N4)cccc3)c14)NCCNc5ccccc5)C(c6c(cccc6)C2=O)=O,MIC,>32,ug/mL,1.6,>,447.4940000000002,5.4649000000000045,87.13,3,5,5,6,6,0.18545496195778938,71.50933867269725
CO-ADD:0331342,A2928/0123208,CO-ADD:PC0517,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,0.29,2.19,32 ug/mL,C1(C(=O)N(C)C(N2C)=O)=C2NC(=NC1(C(F)(F)F)C(F)(F)F)Cc3ccccc3,MIC,>32,ug/mL,-2.6,>,420.3130000000001,2.4706,68.39,1,4,2,3,2,0.759583370755354,76.13373842826654
CO-ADD:0330918,A2919/0122972,CO-ADD:PC0517,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-2.0,0.51,32 ug/mL,c1(C(=O)Oc2ccccc2)sc3c(c(COC)cc(C)n3)c1N,MIC,>32,ug/mL,-1.35,>,328.39300000000003,3.552520000000002,74.44,1,6,4,3,3,0.5853916261689548,97.44422079642379
CO-ADD:0149860,ASS382F2,CO-ADD:PC0146,IQOG CSIS (Spain),GN_001,Escherichia coli,ATCC 25922,2,-27.57,5.5,32 ug/mL,N=C(C(C1C2=C(C=CC=C2)[N+]([O-])=O)(Br)C#N)OC3=C1C(C=CC=C4)=C4C=C3,MIC,>32,ug/mL,8.7,>,422.2380000000001,4.906850000000003,100.01,1,5,2,4,3,0.3604573276167881,75.7866416570749
CO-ADD:0149871,PF9601N,CO-ADD:PC0146,IQOG CSIS (Spain),GN_001,Escherichia coli,ATCC 25922,2,-56.8,5.31,32 ug/mL,[H]N(CC#C)CC1=CC2=CC(OCC3=CC=CC=C3)=CC=C2N1.Cl,MIC,>32,ug/mL,6.8,>,326.82699999999994,3.891500000000003,37.05,2,2,6,3,3,0.5323967741011665,97.91112729364467
CO-ADD:0148743,A4490/0192002,CO-ADD:PC0145,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,15.97,5.72,32 ug/mL,c1(C(C)(C)C)cc(SCC2SC(N)=NC2)cc(C(C)(C)C)c1O.Cl,MIC,>32,ug/mL,2.0,>,389.03000000000014,4.931200000000006,58.61,2,5,3,2,1,0.7203367440419067,82.25586715677451
CO-ADD:0147063,PtdppzPy,CO-ADD:PC0131,Lancaster University (UK),GN_001,Escherichia coli,ATCC 25922,2,17.55,4.27,32 ug/mL,C[Pt+]1([N+]2=CC=CC=C2)([N+]3=C(C4=CC=C3)C5=C(C6=C4N=C7C=CC=CC7=N6)C=CC=[N+]51)(C)C.F[P-](F)(F)(F)(F)F,MIC,>32,ug/mL,12.75,>,746.5530000000005,7.707000000000004,37.42,0,2,1,7,6,0.07492918818686595,42.863668085186156
CO-ADD:0149609,MBA339,CO-ADD:PC0146,IQOG CSIS (Spain),GN_001,Escherichia coli,ATCC 25922,2,-11.67,1.1,32 ug/mL,O=C(NC1CCN(CC2=CC=CC=C2)CC1)OCC3=CC4=CC(OCC5=CC=CC=C5)=CC=C4N3C(OC(C)(C)C)=O.OC(C(O)=O)=O,MIC,>32,ug/mL,4.5,>,659.7360000000003,6.049900000000005,156.63,3,8,8,5,4,0.19035240012272922,48.50425018492243
CO-ADD:0149794,CVC66,CO-ADD:PC0146,IQOG CSIS (Spain),GN_001,Escherichia coli,ATCC 25922,2,90.53,0.82,32 ug/mL,NC(C=1C#N)=N(C2=CC=CC=C2N1=O)=O,MIC,16,ug/mL,82.2,=,202.173,-0.4395199999999999,103.69000000000001,1,4,0,2,2,0.46150774433640057,79.14014235333106
CO-ADD:0147068,MC31,CO-ADD:PC0131,Lancaster University (UK),GN_001,Escherichia coli,ATCC 25922,2,4.89,1.49,32 ug/mL,OCC1=CC=C[N+]([Pt+]2(C)([N+]3=C(C4=CC=C3)C5=C(C6=C4N=C7CCC=CC7=N6)C=CC=[N+]52)(C)C)=C1.F[P-](F)(F)(F)(F)F,MIC,>32,ug/mL,11.1,>,778.5950000000005,7.005500000000005,57.65,1,3,2,7,5,0.11941413972813386,41.09967312916212
CO-ADD:0137629,A0216/0009695,CO-ADD:PC0076,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,30.23,13.7,32 ug/mL,c1(C(=O)NN=Cc2cc(Cl)ccc2O)nonc1N,MIC,>32,ug/mL,39.15,>,281.65900000000005,0.7746999999999999,126.63,3,7,3,2,2,0.5632985292978976,113.61255986849345
CO-ADD:0149722,MC109F2,CO-ADD:PC0146,IQOG CSIS (Spain),GN_001,Escherichia coli,ATCC 25922,2,-5.05,7.17,32 ug/mL,NC1=C(C(N=C2OC)=NN1)C(C3=CC=CC=C3)=C2C#N,MIC,>32,ug/mL,8.2,>,265.276,2.0873799999999996,100.60999999999999,2,5,2,3,3,0.7384082558202018,120.62908065561905
CO-ADD:0149342,A4536/0194160,CO-ADD:PC0145,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-3.72,8.15,32 ug/mL,C(=O)(C(O)=C1OC)C(OC)=CC1=O,MIC,>32,ug/mL,5.6,>,184.147,0.08450000000000002,72.83000000000001,1,5,2,1,0,0.6152189795534957,173.7742129928807
CO-ADD:0137703,A4092/0174489,CO-ADD:PC0076,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-1.39,1.84,32 ug/mL,c12c(ccc(O)c1O)C=C(C=C(O)C2=O)C(OC)=O,MIC,>32,ug/mL,11.9,>,262.217,1.1033999999999997,104.06,3,6,1,2,2,0.5248982285346555,122.03632868959679
CO-ADD:0153084,AIK-20/47(15),CO-ADD:PC0154,University of Strathclyde (UK),GN_001,Escherichia coli,ATCC 25922,2,-9.46,3.5,32 ug/mL,CN1C=C(NC(C(C=C2)=CC=C2/C=C/C3=CC=CC(OC)=C3)=O)C=C1C(NC4=CN(C)C(C(NCCN5CCOCC5)=O)=C4)=O.OC(C(F)(F)F)=O,MIC,>32,ug/mL,3.6,>,724.7370000000004,4.742500000000003,156.15999999999997,4,7,11,5,4,0.16181131809569796,44.15394825985148
CO-ADD:0153089,AIK-19/20(4),CO-ADD:PC0154,University of Strathclyde (UK),GN_001,Escherichia coli,ATCC 25922,2,12.27,5.1,32 ug/mL,CN1C=C(NC(C2=CC(NC(C3=NC=C(C=CC=C4)C4=C3)=N)=CN2C)=O)C=C1C(NC5=CN(C)C(C(NCCCN(C)C)=O)=C5)=O.OC(C(F)(F)F)=O.OC(C(F)(F)F)=O,MIC,>32,ug/mL,18.0,>,850.7780000000004,5.140470000000003,228.69999999999996,7,8,11,5,5,0.040073260683519484,37.612632202525205
CO-ADD:0153095,AIK-20/8/1(3),CO-ADD:PC0154,University of Strathclyde (UK),GN_001,Escherichia coli,ATCC 25922,2,-8.06,2.27,32 ug/mL,CN1C=C(NC(C2=CC=C(/C=C/C3=CC=C4C(C=CC=C4)=C3)C=C2)=O)C=C1C(NC5=CN(C)C(C(NCCN6CCOCC6)=O)=C5)=O.OC(C(F)(F)F)=O,MIC,>32,ug/mL,2.35,>,744.7710000000002,5.8871000000000056,146.92999999999998,4,6,10,6,5,0.13061516423693878,42.96622720272405
CO-ADD:0137272,0400978:01,CO-ADD:PL0012,NIH/NCI (USA) - Natural Product Set III,GN_001,Escherichia coli,ATCC 25922,2,7.66,0.79,25 uM,O=C1[C@@](O)(C)C2(CC2)C(C)=C([C@@](O)(C3(C)C)[H])C1=C3,MIC,>10,uM,17.35,>,248.322,1.7439,57.53,2,3,0,3,0,0.686305486345405,10.0
CO-ADD:0136449,0215275:01,CO-ADD:PL0011,NIH/NCI (USA) - Diversity Set V,GN_001,Escherichia coli,ATCC 25922,2,9.9,2.95,25 uM,S1CC(Nc2ccccc2)=C(C(Nc(cccc3)c3)=O)C1,MIC,>10,uM,19.25,>,296.3950000000001,3.738100000000002,41.129999999999995,2,3,4,3,2,0.9028162795312892,10.0
CO-ADD:0137099,0317003:01,CO-ADD:PL0011,NIH/NCI (USA) - Diversity Set V,GN_001,Escherichia coli,ATCC 25922,2,12.86,0.37,25 uM,c1(O)ccc(Sc(c(C)ccc2NCCN(C)C)c2C3=O)c3c1.I,MIC,>10,uM,19.75,>,456.3490000000001,4.020220000000004,52.57,2,5,4,3,3,0.4602500020653074,10.0
CO-ADD:0136350,0060037:01,CO-ADD:PL0011,NIH/NCI (USA) - Diversity Set V,GN_001,Escherichia coli,ATCC 25922,2,5.27,2.39,25 uM,c1(N)ccc(N=Nc(ccc(OCCCC)n2)c2)c(N)n1,MIC,>10,uM,18.55,>,286.339,3.2353000000000005,111.77,2,7,6,2,2,0.6249872515081458,10.0
CO-ADD:0136313,0089349:01,CO-ADD:PL0011,NIH/NCI (USA) - Diversity Set V,GN_001,Escherichia coli,ATCC 25922,2,-7.38,6.46,25 uM,Clc1ccc(SCNc2ccccc2Cl)cc1,MIC,>10,uM,20.75,>,284.211,5.155100000000003,12.03,1,2,4,2,2,0.6148104546736102,10.0
CO-ADD:0136821,0187675:01,CO-ADD:PL0011,NIH/NCI (USA) - Diversity Set V,GN_001,Escherichia coli,ATCC 25922,2,10.08,2.23,25 uM,[As](O)(O)(=O)c(cc([N+](=O)[O-])c1)c(c2ccccc2)c1,MIC,>10,uM,12.45,>,323.13599999999997,0.8227999999999998,100.67,2,3,3,2,2,0.494773446576526,10.0
CO-ADD:0136047,0109174:01,CO-ADD:PL0011,NIH/NCI (USA) - Diversity Set V,GN_001,Escherichia coli,ATCC 25922,2,9.86,3.42,25 uM,n1c2c(C(NC(N2)=O)=O)cc(cc(C)c3C)c1c3,MIC,>10,uM,10.4,>,241.24999999999997,1.3814399999999998,78.61,2,3,0,3,3,0.5834872052024215,10.0
CO-ADD:0157832,A0247/0011142,CO-ADD:PC0179,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,15.24,3.21,32 ug/mL,O=C1/C(N=C(C2=CC=CC(Cl)=C2)O1)=C/C3=CC=C(C)O3,MIC,>32,ug/mL,0.5,>,287.70200000000006,3.5859200000000016,51.8,0,4,2,3,2,0.6263920466971326,111.22619933125246
CO-ADD:0244898,L19-Bka054,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,2.71,3.47,32 ug/mL,C1(C2NC(=S)N1)N(C(c(c3)cccc3)C)C(=O)N2,MIC,>32,ug/mL,20.4,>,262.33799999999997,0.9026999999999992,56.4,3,2,2,3,1,0.6932941780011386,121.98004101578881
CO-ADD:0244256,A1146/0053597,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.56,5.26,32 ug/mL,[N+](=O)([O-])c(cc(cc1[N+](=O)[O-])C(=O)Oc(cc2)ccc2\C=N\c3cccc(C)c3)c1,MIC,>32,ug/mL,17.6,>,405.3660000000001,4.781220000000004,124.94,0,7,6,3,3,0.19096667154797173,78.94100639915531
CO-ADD:0245851,A1416/0063240,CO-ADD:PC0306,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.63,4.41,32 ug/mL,c12c(ccc(NC(=O)c3ccccc3C(O)=O)c1Oc(cc4)ccc4C(C)(C)C)C(=O)c(c5C2=O)cccc5,MIC,>32,ug/mL,16.5,>,519.5530000000003,6.502300000000005,109.77000000000001,2,5,5,5,4,0.2742148457499706,61.59140645901377
CO-ADD:0244378,A1151/0053822,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-0.69,1.69,32 ug/mL,S1(=O)(=O)c2c(C(NCCSC(C)(C)C)=N1)ccc(c2)[N+](=O)[O-],MIC,>32,ug/mL,24.0,>,343.43000000000006,2.165,101.67,1,6,4,2,1,0.5105379256727189,93.17764901144336
CO-ADD:0241314,A1291/0058776,CO-ADD:PC0290,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,48.74,5.56,32 ug/mL,C(F)(F)(F)C(=O)CC(=O)\C=C\c1cccs1,MIC,>32,ug/mL,57.1,>,248.22500000000002,2.8519000000000005,34.14,0,3,4,1,1,0.6061569484434838,128.91529862020343
CO-ADD:0157803,A0246/0011073,CO-ADD:PC0179,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,15.52,4.46,32 ug/mL,[O-][N+](C1=C(O)C(/C=N/C2=CC=C3N=CC=CC3=C2)=CC(C)=C1)=O,MIC,>32,ug/mL,0.6,>,307.3090000000001,3.9076200000000023,88.62,1,5,3,3,3,0.4511517668266952,104.12971959818941
CO-ADD:0216971,A0558/0025803,CO-ADD:PC0225,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.33,2.2,32 ug/mL,[N+](=O)([O-])c1ccc(cc1)\N=C\c2cc(ccc2O)Cc(ccc(c3\C=N\c(cc4)ccc4[N+](=O)[O-])O)c3,MIC,>32,ug/mL,17.0,>,496.47900000000016,6.006200000000006,151.46,2,8,8,4,4,0.17318769599127412,64.45388425290896
CO-ADD:0216927,A0557/0025742,CO-ADD:PC0225,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-0.86,2.66,32 ug/mL,[N+](=O)([O-])c1cc(ccc1OC(=O)c2cccc(cccc3)c23)\C=N\c4ccccc4,MIC,>32,ug/mL,-0.7,>,396.40200000000004,5.717800000000004,81.8,0,5,5,4,4,0.14204712973386077,80.72613155332212
CO-ADD:0244991,A1387/0061986,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,1.49,3.45,32 ug/mL,[N+](=O)([O-])c1cccc(CN(CC2)CCN2c(cc3)ccc3[N+](=O)[O-])c1,MIC,>32,ug/mL,13.4,>,342.355,2.8252000000000015,92.76,0,6,5,3,2,0.6126029571241718,93.4702282718231
CO-ADD:0240123,A1219/0056215,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,24.4,4.32,32 ug/mL,C(=O)(NNc1ccccc1I)C(OCC)=O,MIC,>32,ug/mL,17.25,>,334.1130000000001,1.2974,67.43,2,4,3,1,1,0.37845613276796425,95.77597998282015
CO-ADD:0240123,A1219/0056215,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_046,Escherichia coli,lpxC; MB4902,2,41.22,0.84,32 ug/mL,C(=O)(NNc1ccccc1I)C(OCC)=O,MIC,32,ug/mL,94.5,=,334.1130000000001,1.2974,67.43,2,4,3,1,1,0.37845613276796425,95.77597998282015
CO-ADD:0240123,A1219/0056215,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_049,Escherichia coli,tolC; MB5747,2,29.99,7.97,32 ug/mL,C(=O)(NNc1ccccc1I)C(OCC)=O,MIC,>32,ug/mL,74.65,>,334.1130000000001,1.2974,67.43,2,4,3,1,1,0.37845613276796425,95.77597998282015
CO-ADD:0244457,A1210/0055764,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,89.6,1.13,32 ug/mL,N1(C)\C(=C\C=C\c2cc(c3ccccc3)cc(c4ccccc4)[o+]2)\C(c(cccc5)c15)(C)C,MIC,16,ug/mL,90.1,=,430.5710000000002,8.219400000000006,14.540000000000001,0,1,4,5,4,0.3028705512795473,37.159957358948915
CO-ADD:0244761,A1382/0061803,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,8.2,2.51,32 ug/mL,c12n(c3c(cc(cc3)C)s1)cc(c4ccc(cc4)OC)n2,MIC,>32,ug/mL,12.5,>,294.379,4.533020000000003,26.53,0,3,2,4,4,0.5426398774634316,108.70340615329218
CO-ADD:0217091,A0563/0026029,CO-ADD:PC0225,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,101.08,2.68,32 ug/mL,N1(CCCCCCCCCC)C=CC(C=C1)=N.Br,MIC,16,ug/mL,96.6,=,315.29900000000004,4.686170000000005,28.78,1,1,9,1,1,0.6408135094792327,50.745482859127364
CO-ADD:0245634,A1406/0062828,CO-ADD:PC0306,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.16,4.52,32 ug/mL,C(/C(c1ccccc1)=O)=C(/N)\C(F)F,MIC,>32,ug/mL,17.5,>,197.18399999999997,1.9769999999999999,43.09,1,2,3,1,1,0.5942987055516564,162.28497241155472
CO-ADD:0216943,A0557/0025762,CO-ADD:PC0225,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-7.75,3.04,32 ug/mL,[N+](=O)([O-])c1cc(ccc1OC(=O)c2cccc(cccc3)c23)\C=N\c(cc4)ccc4Cl,MIC,>32,ug/mL,3.25,>,430.8470000000001,6.3712000000000035,81.8,0,5,5,4,4,0.12097267436521883,74.27230548199243
CO-ADD:0244163,A1204/0055436,CO-ADD:PC0301,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,17.66,2.95,32 ug/mL,c1(ccc(\C=N\c(cc2)ccc2OCC)s1)[N+](=O)[O-],MIC,>32,ug/mL,26.25,>,276.317,3.805600000000002,64.73,0,5,5,2,2,0.4736310906401743,115.80901645573744
CO-ADD:0246227,A1481/0065249,CO-ADD:PC0306,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,3.75,1.8,32 ug/mL,C(/C(OC)=O)(\C(OC)=O)=C(/O)\c1ccc(cc1)C,MIC,>32,ug/mL,25.95,>,250.25,1.6101199999999998,72.83,1,5,3,1,1,0.2899141669481973,127.87212787212788
CO-ADD:0240790,A1258/0057483,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,16.26,0.77,32 ug/mL,c1(\N=C\c(c(O)ccc2[N+](=O)[O-])c2)n(c3ccccc3)ncc1C(OCC)=O,MIC,>32,ug/mL,17.2,>,380.3600000000001,3.413400000000002,119.85,1,7,6,3,3,0.30276414416664515,84.13082343043429
CO-ADD:0163617,A0469/0021690,CO-ADD:PC0200,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,33.9,1.06,32 ug/mL,c1(\C=N\NC(COc2ccc(cc2OC)Br)=O)cc(Br)ccc1OCC(O)=O,MIC,>32,ug/mL,17.75,>,516.1420000000002,3.2127000000000008,106.45000000000002,2,6,9,2,2,0.39205271685393295,61.998442289137465
CO-ADD:0215223,A0526/0024363,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,27.98,4.37,32 ug/mL,c1(non2)c2nc(Nc3cccc(Br)c3)c(N\N=C\c(cc(I)cc4I)c4O)n1,MIC,>32,ug/mL,27.4,>,678.0260000000001,4.879700000000002,121.35000000000001,3,9,5,4,4,0.1554056099167628,47.19583024839755
CO-ADD:0241779,A1285/0058617,CO-ADD:PC0290,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,2.17,0.07,32 ug/mL,C1(C#N)(C#N)[C@H](c(cccn2)c2)[C@H](N(c3c(cccc3)C=C4)[C@@]14[H])C(=O)C(C)(C)C,MIC,>32,ug/mL,16.3,>,382.46700000000016,4.098160000000004,80.78,0,5,2,4,2,0.7810690316209719,83.66734907848256
CO-ADD:0215168,A0524/0024263,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-1.26,0.02,32 ug/mL,N1(c2ccc(cc2)OC)C(=O)C3C(C(\C(=C(/c4ccccc4)\c5ccccc5)\C36)C=C6C(C)(C)C)C1=O,MIC,>32,ug/mL,-4.35,>,489.61500000000024,6.5350000000000055,46.61,0,3,4,6,3,0.30900192046086494,65.3574747505693
CO-ADD:0215000,A0520/0024053,CO-ADD:PC0221,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-12.88,30.03,32 ug/mL,C(=O)(Oc(cc1)ccc1Br)Nc2cccc3c2cccc3NC(=O)Oc(cc4)ccc4Br,MIC,>32,ug/mL,-1.6,>,556.2100000000003,7.586600000000003,76.66000000000001,2,4,4,4,4,0.27181763524810165,57.532227036550914
CO-ADD:0217723,A0570/0026276,CO-ADD:PC0225,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,11.69,1.4,32 ug/mL,C(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(=O)N\N=C\c1ccco1,MIC,>32,ug/mL,-6.7,>,456.1580000000001,4.4685000000000015,54.6,1,3,7,1,1,0.374318626355567,70.15113184466784
CO-ADD:0241635,A1278/0058459,CO-ADD:PC0290,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,4.95,1.14,32 ug/mL,N1(c2ccc(cc2)F)C(=O)CC(N(CC3)CCN3c(cc4)ccc4[N+](=O)[O-])C1=O,MIC,>32,ug/mL,16.85,>,398.3940000000001,2.1879999999999997,87.0,0,6,4,4,2,0.4458033665047779,80.32249481668899
CO-ADD:0157353,A0212/0009474,CO-ADD:PC0179,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,10.32,4.29,32 ug/mL,C1(C(C=C2)=CC=C2/N=C/C3=CC=CC=C3)=NC(C=C4)=C(C=C4/N=C/C5=CC=CC=C5)N1,MIC,>32,ug/mL,3.8,>,400.4850000000001,6.731100000000006,53.4,1,3,5,5,5,0.32669891342607804,79.90311747006751
CO-ADD:0240892,A1262/0057682,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,10.86,0.83,32 ug/mL,[N+](=O)([O-])c1cccc(\C=N\c(c2)c(ccc2C(F)(F)F)Oc3ccccc3)c1O,MIC,>32,ug/mL,21.7,>,402.32800000000003,5.862100000000003,84.96000000000001,1,5,5,3,3,0.32895392784231064,79.5370941122666
CO-ADD:0241109,A1271/0058140,CO-ADD:PC0290,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,95.75,1.23,32 ug/mL,c(CN(CC1)CCO1)(cc(Br)c(c23)cccn2)c3O,MIC,16,ug/mL,92.9,=,323.19,2.5351000000000012,45.59,1,4,2,3,2,0.9225031007541875,49.506482255020266
CO-ADD:0240690,A1253/0057265,CO-ADD:PC0289,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,5.06,2.7,32 ug/mL,C(Cl)(Cl)(Cl)\C=C\C(c1ccccc1)=O,MIC,>32,ug/mL,29.9,>,249.52400000000003,3.795700000000002,17.07,0,1,2,1,1,0.44261005630445704,128.24417691284205
CO-ADD:0217753,A0571/0026328,CO-ADD:PC0225,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,7.47,2.29,32 ug/mL,N1(CNc(cc2)ccc2Cl)C(=O)\C(\SC1=O)=C\c3cccc(OC)c3,MIC,>32,ug/mL,-0.9,>,374.84900000000005,4.454500000000003,58.64,1,5,5,3,2,0.7830850826908656,85.36770806378034
CO-ADD:0217664,A0586/0027067,CO-ADD:PC0225,Russian Academy of Science (Russia),GN_001,Escherichia coli,ATCC 25922,2,-6.45,1.24,32 ug/mL,n1c(c2ccc(cc2)C)c(cn1c3ccccc3)\C=N\NC(=O)c4ccc(cc4)Br,MIC,>32,ug/mL,2.1,>,459.3470000000001,5.374120000000003,59.28,1,3,5,4,4,0.32217260244366874,69.66411013895812
